fecha;enso_a̱o;enso_mes;anomalia_oni;temp_sst;temp_media;soi;iod
1/02/2020;Ni̱o - Ni̱a;Neutral;0.37;26.76;26.88;-0.31;0.054
1/03/2020;Ni̱o - Ni̱a;Neutral;0.48;27.29;26.88;-0.75;0.019
1/04/2020;Ni̱o - Ni̱a;Neutral;0.36;27.83;26.88;0.16;-0.011
1/05/2020;Ni̱o - Ni̱a;Neutral;-0.27;27.94;26.88;0.71;0.298
1/06/2020;Ni̱o - Ni̱a;Neutral;-0.34;27.73;26.88;-1.36;0.454
1/07/2020;Ni̱o - Ni̱a;Neutral;-0.3;27.29;26.88;0.44;0.32
1/08/2020;Ni̱o - Ni̱a;Ni̱a;-0.59;26.86;26.88;0.85;-0.183
1/09/2020;Ni̱o - Ni̱a;Ni̱a;-0.83;26.72;26.88;0.98;-0.19
1/10/2020;Ni̱o - Ni̱a;Ni̱a;-1.25;26.72;26.88;0.27;0.074
1/11/2020;Ni̱o - Ni̱a;Ni̱a;-1.42;26.7;26.88;0.85;0.02
1/12/2020;Ni̱o - Ni̱a;Ni̱a;-1.15;26.6;26.88;1.76;0.03
1/01/2021;Ni̱a;Ni̱a;-0.99;26.55;26.88;1.64;0.051
1/02/2021;Ni̱a;Ni̱a;-1;26.76;26.88;1.02;0.243
1/03/2021;Ni̱a;Ni̱a;-0.8;27.29;26.88;-0.2;0.266
1/04/2021;Ni̱a;Ni̱a;-0.72;27.83;26.88;0.3;0.25
1/05/2021;Neutral;Ni̱a;-0.46;27.94;26.88;0.49;0.009
1/06/2021;Neutral;Ni̱a;-0.28;27.73;26.88;0.22;-0.002
1/07/2021;Neutral;Ni̱a;-0.39;27.29;26.88;1.61;-0.228
1/08/2021;Ni̱a;Ni̱a;-0.53;26.86;26.88;0.27;-0.099
1/09/2021;Ni̱a;Ni̱a;-0.55;26.72;26.88;0.86;-0.058
1/10/2021;Ni̱a;Ni̱a;-0.94;26.72;26.88;0.51;-0.091
1/11/2021;Ni̱a;Ni̱a;-0.94;26.7;26.88;1.12;0.069
1/12/2021;Ni̱a;Ni̱a;-1.06;26.6;26.88;1.43;-0.12
1/01/2022;Ni̱a;Ni̱a;-1;;;0.34;-0.056
1/02/2022;Ni̱a;Ni̱a;-0.9;;;0.76;-0.083
1/03/2022;Ni̱a;Ni̱a;-1;;;1.35;-0.093
1/04/2022;Ni̱a;Ni̱a;-1.1;;;2.69;-0.068
1/05/2022;Ni̱a;Ni̱a;-1;;;1.9;-0.122
1/06/2022;Ni̱a;Ni̱a;-0.9;;;2.45;-0.335
1/07/2022;Ni̱a;Ni̱a;-0.8;;;0.91;-0.195
1/08/2022;Ni̱a;Ni̱a;-0.9;;;0.81;-0.246
1/09/2022;Ni̱a;Ni̱a;-1;;;1.73;-0.322
1/10/2022;Ni̱a;Ni̱a;-1;;;1.73;-0.691
1/11/2022;Ni̱a;Ni̱a;-0.9;;;0.31;-0.269
1/12/2022;Ni̱a;Ni̱a;-0.8;;;2.11;-0.092
1/01/2023;Neutral;Ni̱a;-0.7;;;1.14;0.109
1/02/2023;Neutral;Neutral;-0.4;;;0.93;0.157
1/03/2023;Neutral;Neutral;-0.1;;;-0.38;0.415
1/04/2023;Neutral;Neutral;0.2;;;-0.03;0.56
1/05/2023;Neutral;Ni̱o;0.5;;;-1.6;0.443
1/06/2023;Ni̱o;Ni̱o;0.8;;;-0.12;0.665
1/07/2023;Ni̱o;Ni̱o;1.1;;;-0.38;0.498
1/08/2023;Ni̱o;Ni̱o;1.3;;;-1.6;0.825
1/09/2023;Ni̱o;Ni̱o;1.6;;;-1.36;0.946
1/10/2023;Ni̱o;Ni̱o;1.8;;;-0.6;0.804
1/11/2023;Ni̱o;Ni̱o;1.9;;;-0.9;0.92
1/12/2023;Ni̱o;Ni̱o;2;;;-0.39;0.851
1/01/2024;Ni̱o;Ni̱o;1.8;;;0.31;0.765
1/02/2024;Ni̱o;Ni̱o;1.5;;;-1.47;0.328
1/03/2024;Ni̱o;Ni̱o;1.1;;;-0.2;0.421
1/04/2024;Neutral;Ni̱o;0.7;;;-0.69;0.44
1/05/2024;Neutral;Neutral;0.4;;;0.57;0.297
1/06/2024;Neutral;Neutral;0.2;;;-0.43;0.197
1/07/2024;Neutral;Neutral;0;;;-0.65;0.033
1/08/2024;Neutral;Neutral;-0.1;;;0.59;0.267
1/09/2024;Neutral;Neutral;-0.2;;;-0.12;0.115
1/10/2024;Neutral;Neutral;-0.3;;;0.35;-0.196
1/11/2024;Neutral;Neutral;-0.4;;;0.61;-0.383
1/12/2024;Ni̱a;Ni̱a;-0.5;;;1.09;-0.331
1/01/2025;Ni̱a;Ni̱a;-0.6;;;0.26;-0.196
1/02/2025;Neutral;Neutral;-0.4;;;0.7;0.017
1/03/2025;Neutral;Neutral;-0.2;;;0.88;0.059
1/04/2025;Neutral;Neutral;-0.1;;;0.47;0.149
1/05/2025;Neutral;Neutral;-0.1;;;0.42;
1/06/2025;Neutral;Neutral;-0.1;;;0.16;
1/07/2025;Neutral;Neutral;-0.2;;;0.7;
1/08/2025;;;;;;;
1/09/2025;;;;;;;
1/10/2025;;;;;;;
1/11/2025;;;;;;;
1/12/2025;;;;;;;
